Nombre;Temporada;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion
RODRIGUEZ PONTE, MONICA MARIA;1999;CORTEGADA-GRUPO 10;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DIAZ ROBLES, ROSA ISABEL;2000;ANDALUCIA SOLO HAY UNA;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.25;0.25;0.0;0.5;0.0;0.0;0.0;-0.25
MARTIN HERNANDEZ, MARIA ELENA;2000;SALAMANCA HALCON VIAJES;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
IIGUEZ DE LA TORRE MULAS, ANA;2001;HALCON VIAJES;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YGUERAVIDE VIANA, SANDRA;2001;ROS CASARES VALENCIA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
---, CRISTINA RAYO OJEDA;2002;ANDALUCIA AIFOS;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
---, YESICA ISABEL CANO LARA;2002;C.B. CIUDAD DE BURGOS;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
AHIJADO REYERO, MAR;2002;C.B. CIUDAD DE BURGOS;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HERNANDEZ GALVEZ, YURENA;2002;SYMEL TENERIFE;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0
PREZ KAUFFMAN, VERONICA;2002;SYMEL TENERIFE;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
---, C. MARTINEZ;2003;REAL CLUB CELTA BANCO SIMEON;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
---, T. ALBALDE;2003;REAL CLUB CELTA BANCO SIMEON;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CONDE CALDERON, ANGELA;2003;EXTRUGASA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VEGA JORGE, ADARA;2004;CAJACANARIAS;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0
ALONSO DE ARMIO RIAO, ALICIA;2013;BIZKAIA GDKO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GARZO FERNANDEZ, YOLANDA;2016;EMBUTIDOS PAJARIEL BEMBIBRE PDM;1.0;0.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANCHON LEON, NEREA;2022;SPAR GRAN CANARIA;4.0;0.98;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.25
HERNANDEZ MARTINEZ, ANDREA;2024;SPAR GRAN CANARIA;1.0;0.98;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
GOMEZ DE LA VARA, ANDREA;2014;RIVAS ECOPOLIS;2.0;0.97;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5
CORREA MIRALLES, EVA;2017;NISSAN  AL-QÁZERES EXTREMADURA;2.0;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
PUENTE MOURIZ, ALMUDENA;2006;ENSINO;3.0;0.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;-0.33
MARCOS CANEDO, LAURA;2010;PERFUMERIAS AVENIDA;1.0;0.95;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
SOLER RAMI, JLIA;2019;SPAR CITYLIFT GIRONA;1.0;0.95;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
MONTERO PIA, VALERIA ALEJANDRA;2024;SPAR GRAN CANARIA;1.0;0.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0
BRAVO BOCETA, TAMARA;2008;HONDARRIBIA - IRÚN;1.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HOMS GINEL, LAURA;2008;SOLLER JOVENTUT MARIANA;1.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LLAMAS PERNAS, CARMEN;2009;RC CELTA INDEPO;3.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROS CUTRINAS, ELIA;2011;GIRONA FC;1.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARTIN MESA, ALBA;2022;SPAR GRAN CANARIA;1.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LOPEZ, CRISTINA;2009;C.B. OLESA - ESPANYOL;1.0;0.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GONZALEZ LOPEZ, ESTHER;1999;FEMENINO TRES CANTOS;10.0;0.9;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.3;0.0;-0.3
BUSTOS BERMEJO, MARTA;1998;REAL CANOE N.C.;9.0;0.89;0.44;0.11;0.22;0.5;0.0;0.0;0.0;0.22;0.22;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.44
MIRANDA TAVARES, NADIA RAFAELA;2009;REAL CANOE N.C.;2.0;0.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-0.5
MATEOS GARCIA, NURIA;2012;TINTOS DE TORO CAJA RURAL;1.0;0.88;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
CANTERO VILCHES, VERO;1999;BARCELONA BC.UNIVERSITARI;15.0;0.87;0.33;0.13;0.2;0.67;0.0;0.0;0.0;0.07;0.13;0.5;0.0;0.0;0.0;0.07;0.07;0.07;0.0;0.0;0.0;0.2;0.13;0.2
GONZLEZ CANO, SANDRA;1997;FEMENINO TRES CANTOS;22.0;0.86;0.09;0.05;0.18;0.25;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.09
HERNNDEZ NOVILLO, MARA ANTONIA;1999;B. CIUDAD DE BURGOS;7.0;0.86;0.57;0.0;0.14;0.0;0.0;0.14;0.0;0.57;0.57;1.0;0.14;0.0;0.14;0.14;0.29;0.0;0.0;0.0;0.0;0.29;0.29;0.86
CASTELLANO ESCOLAR, MAIDER;2023;KUTXABANK ARASKI;3.0;0.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33
OLIVA GOMEZ, PAULA;2024;PERFUMERIAS AVENIDA;2.0;0.84;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5
CABALLERO BASURTO, VIRGINIA;1997;ALUMINIOS TIZONA;12.0;0.83;0.42;0.08;0.25;0.33;0.0;0.0;0.0;0.25;0.67;0.38;0.0;0.17;0.17;0.0;0.0;0.08;0.0;0.0;0.0;0.17;0.08;-0.17
RODRIGUEZ LIBOREIRO, ANDREA;1998;CELTA BANCO SIMEON;6.0;0.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLANAS ORTEGA, LAURA;1999;BARCELONA BC.UNIVERSITARI;12.0;0.83;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.08;0.08;0.0;0.08;0.0;0.0;0.0;0.17;0.0;-0.25
MARTINEZ RICO, CLAUDIA;2020;ALTER ENERSUN AL-QÁZERES EXTREMADURA;1.0;0.83;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
CEREIJO MARTINEZ, SANDRA;2014;EMBUTIDOS PAJARIEL BEMBIBRE PDM;3.0;0.82;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.33;0.0;0.0;0.0;-1.0
CERQUEDA DURO, MARIA;2014;CADI LA SEU;1.0;0.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CABRERA GONZALEZ, ESTELA;2023;SPAR GRAN CANARIA;1.0;0.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARTIN HERNANDEZ, MARIA ELENA;1998;SALAMANCA HALCON VIAJES;10.0;0.8;0.2;0.1;0.2;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.3
LOZANO DAVILA, ALBA;2019;CAMPUS PROMETE;3.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIBES BETRIU, LAIA;2021;CADI LA SEU;3.0;0.8;0.0;0.0;0.0;0.0;0.0;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;-1.0
JORNET BARTOLOME, LAURA;2004;ROS CASARES VALENCIA;1.0;0.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMBERO ROMN, CARMEN;2020;ALTER ENERSUN AL-QÁZERES EXTREMADURA;1.0;0.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIBAS NIETO, LAURA;2009;ARGÓN UNI GIRONA;1.0;0.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAZ MAYORDOMO, ALICIA;2016;C.B. AL-QÁZERES EXTREMADURA;1.0;0.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANCHEZ GUERRA, SUSANA;2006;RIVAS FUTURA;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
NUEZ ESPINOSA, LAURA;2009;GRAN CANARIA 2014 LA CAJA DE CANARIAS;1.0;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MASTRAL LEJARRAGA, ALEJANDRA;2019;MANN-FILTER CASABLANCA;1.0;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCO FENTE, MARA TERESA;2019;DURAN MAQUINARIA ENSINO;1.0;0.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HERNNDEZ NOVILLO, MARA ANTONIA;1998;CIUDAD DE BURGOS;14.0;0.71;0.29;0.07;0.14;0.5;0.0;0.29;0.0;0.14;0.43;0.33;0.07;0.14;0.21;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.14;-0.14
PEREDA MARTINEZ DE ANTOANA, SONIA;2019;RPK ARASKI;1.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CARRASCO MACIAS, SANTA;2008;C.B. OLESA - ESPANYOL;1.0;0.68;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
PARDO CAMPILLO, EVA;2020;CAMPUS PROMETE;1.0;0.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
URQUIJO ALAMO, PATRICIA;2002;CAJA RURAL DE CANARIAS;3.0;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0
BOU CARRERAS, EVA;2009;ARGÓN UNI GIRONA;1.0;0.67;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LINEROS CAMPOY, MARINA;2012;TOYOTA RECREATIVO CONQUERO;1.0;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MORIIGO AVILES, CLARA MARA;2020;ALTER ENERSUN AL-QÁZERES EXTREMADURA;1.0;0.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABERASTURI ATXIKALLENDE, UXUE GOTZONE;2022;LOINTEK GERNIKA BIZKAIA;1.0;0.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
ABIAN MURILLO, MARIA;2014;CAMPUS PROMETE;1.0;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
CARRILLO PEREZ, MERCEDES;2018;"[""SNATT'S FEMENI SANT ADRIA""]";1.0;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RALUY ESPADA, NEREA;2012;TOYOTA RECREATIVO CONQUERO;3.0;0.62;0.67;0.33;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.67
HERRERO DE LA ASUNCION, OLGA MARIA;1999;REAL CANOE N.C.;15.0;0.6;0.33;0.07;0.07;1.0;0.0;0.07;0.0;0.2;0.4;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.2;0.27
MARTIN HERNANDEZ, MARIA ELENA;1999;SALAMANCA HALCON VIAJES;5.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;-0.2
CAMPOS REDONDO, AMALIA;2018;NISSAN  AL-QÁZERES EXTREMADURA;1.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
ROBLEDO MATEOS, CRISTINA;2018;NISSAN  AL-QÁZERES EXTREMADURA;1.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
REDONDO DE SANTA ANA, SUSANA;2024;SPAR GRAN CANARIA;1.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
JOU COLL, CARLA;2013;SPAR UNIGIRONA;4.0;0.58;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAMARA, NDEYE THIAMA;2013;SPAR UNIGIRONA;2.0;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
SANZ MAZON, MARTA;2017;NISSAN  AL-QÁZERES EXTREMADURA;1.0;0.58;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BEDIA DELGADO, IZAR;2018;RPK ARASKI;1.0;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
DE LA FUENTE DE LA PUENTE, MARTA;2024;SPAR GRAN CANARIA;7.0;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0
BLANCO RUIZ, TAMARA;2021;CAMPUS PROMETE;1.0;0.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0
GONZALEZ MANRIQUE, IRATXE;1997;ALUMINIOS TIZONA;14.0;0.5;0.14;0.07;0.07;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.07
BOLAOS SAIZ, SONIA;1998;CIUDAD DE BURGOS;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.17;0.17;0.17;0.0;0.0;0.0;0.0;0.17;0.0;0.33
CABALLERO BASURTO, VIRGINIA;1998;CIUDAD DE BURGOS;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.17;0.0;0.0;0.0;-0.5
MONTANER SESMERO, ANA MARIA;1998;POPULAR BASQUET GODELLA;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
FERNANDEZ MUOZ, MARTA;2022;DURÁN MAQUINARIA ENSINO;2.0;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;-0.5
HERRERA LORENZO, LAURA;2005;CAJACANARIAS;1.0;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0
MAISTERRA RODRIGUEZ, AMAYA;1998;CBN;18.0;0.44;0.11;0.06;0.06;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11
NUEZ SANCHEZ, MARIA DOLORES;1997;SALAMANCA HALCON VIAJES;7.0;0.43;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.14;-0.43
DORESTE QUINTANA, MARIA;2020;SPAR GRAN CANARIA;1.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARENAS DE LA HOZ, OLAIA;2022;LOINTEK GERNIKA BIZKAIA;1.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
LOROO LEJARZA, PAULE;2022;LOINTEK GERNIKA BIZKAIA;1.0;0.43;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0
CARBONELL SOTO, MARINA;2024;SPAR GRAN CANARIA;1.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OLLERO MATEOS, CARLA;2019;NISSAN  AL-QÁZERES EXTREMADURA;1.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BARAUT GRAU, CLAUDIA;2009;CADI LA SEU D´URGELL;1.0;0.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
GARCIA FERRIOLS, ESTHER;2017;NISSAN  AL-QÁZERES EXTREMADURA;1.0;0.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DIAO BALDE, SILVIA;2011;GIRONA FC;2.0;0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5
MONTESDEOCA LOPEZ, EVA;1997;SANDRA GRAN CANARIA;17.0;0.35;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.06;0.0;-0.06
OLLERO MATEOS, CARLA;2020;ALTER ENERSUN AL-QÁZERES EXTREMADURA;1.0;0.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DIAZ FERNANDEZ, BEATRIZ;1998;A.D. UNIVERSIDAD DE OVIEDO;12.0;0.33;0.17;0.08;0.17;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.08;0.0;0.0;0.08;0.0;0.08;0.0;0.0;0.08;0.08
CENTENO, MARIA;2009;RC CELTA INDEPO;1.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GUILLAMON AMORES, MONTSERRAT;2009;C.B. OLESA - ESPANYOL;1.0;0.33;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0
LLOBERA BAQUE, ADRIANA;2009;C.B. OLESA - ESPANYOL;1.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARTINEZ MOLEDO, LORENA;2009;C.B. OLESA - ESPANYOL;1.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
